nome;preco;categoria;sku;estoque;imagem;descricao
Shellholder Redding #14 para .22 Hornet e .22 K-Hornet;200.00;Acessório;PH-6497;8;https://images.tcdn.com.br/img/img_prod/620600/shellholder_14_redding_22_hornet_22_k_hornet_6497_1_d4754cb2999c92ad8fa9feeac214aa3a_20260526151308.jpeg;Shellholder Redding #14 para .22 Hornet e .22 K-Hornet Todos produtos Redding levam qualidade da marca em seu nome, e com os Shellholders nã
Shellholder Redding #15 para 7.62x54R e .500 S&W Magnum;200.00;Acessório;PH-6499;10;https://images.tcdn.com.br/img/img_prod/620600/shellholder_15_redding_7_62x54mm_rimmed_russian_500_seamp_w_magnum_6499_1_d4754cb2999c92ad8fa9feeac214aa3a_20260526151308.jpeg;Shellholder Redding #15 para 7.62x54R e .500 S&W Magnum Todos produtos Redding levam qualidade da marca em seu nome, e com os Shellholders n
Shellholder Redding #18 para .30-378 Weatherby Magnum, .45-70 Government e .460 Weatherby Magnum;200.00;Acessório;PH-6501;10;https://images.tcdn.com.br/img/img_prod/620600/shellholder_18_redding_30_378_weatherby_magnum_45_70_government_460_weatherby_magnum_6501_1_d4754cb2999c92ad8fa9feeac214aa3a_20260526151308.jpeg;Shellholder Redding #18 para .30-378 Weatherby Magnum, .45-70 Government e .460 Weatherby Magnum Todos produtos Redding levam qualidade da m
Shellholder Redding #19 para .44 Special, .44 Remington Magnum e .444 Marlin;200.00;Acessório;PH-6503;17;https://images.tcdn.com.br/img/img_prod/620600/shellholder_19_redding_44_special_44_remington_magnum_444_marlin_6503_1_d4754cb2999c92ad8fa9feeac214aa3a_20260526151308.jpeg;Shellholder Redding #19 para .44 Special, .44 Remington Magnum e .444 Marlin Todos produtos Redding levam qualidade da marca em seu nome, e 
Shellholder Redding #23 para .45 Colt, .454 Casull e .460 S&W Magnum;200.00;Acessório;PH-6505;25;https://images.tcdn.com.br/img/img_prod/620600/shellholder_23_redding_45_colt_long_colt_454_casull_460_seamp_w_magnum_6505_1_d4754cb2999c92ad8fa9feeac214aa3a_20260526151308.jpeg;Shellholder Redding #23 para .45 Colt, .454 Casull e .460 S&W Magnum Todos produtos Redding levam qualidade da marca em seu nome, e com os S
Buffer Redding para Polvorimetro;118.00;Acessório;PH-6507;28;https://images.tcdn.com.br/img/img_prod/620600/buffer_redding_para_polvorimetro_6507_1_65b7db2e0af0ba5198754fc2da8073d6_20260526151308.jpg;Defletor de Polvorimetro Os defletores de pó ajudam a garantir uma pressão uniforme na coluna de pó no rotor do medidor de pó. Isso signific
Caixa para Shellholder Competition Redding;76.00;Acessório;PH-6509;50;https://images.tcdn.com.br/img/img_prod/620600/caixa_para_shellholder_competition_redding_6509_1_8fc184f499a8f72635e1ebcbf6fc12e2_20260526150856.jpeg;Caixa para Shellholder Competition Redding A Caixa de Armazenamento para Competition Shellholder da Redding armazena com segurança até 6 she
Cabeça Expansora do Pescoço do Estojo Redding  Cal .22;329.00;Acessório;PH-6511;4;https://images.tcdn.com.br/img/img_prod/620600/cabeca_redding_de_haste_cal_22_6511_1_3460ad339d66dbd2a67252a8e3797636_20260526151258.jpg;Cabeça Expansora do Pescoço do Estojo Redding Cal .22 Um extensor cônico longo para fácil expansão do gargalo do estojo de munição Sobre a R
Caixa Redding para Buchas (bushing);76.00;Acessório;PH-6513;1;https://images.tcdn.com.br/img/img_prod/620600/caixa_redding_para_buchas_bushing_6513_1_37e75023c8b677a1d1cc315ea52118af_20260526150856.jpg;Caixa Redding para Buchas(bushing) A Caixa de Armazenamento para Die Dimensionador de Pescoço da Redding fornece armazenamento prático para 
Cabeça Expansora do Pescoço do Estojo Redding  Cal .30;329.00;Acessório;PH-6515;4;https://images.tcdn.com.br/img/img_prod/620600/cabeca_redding_de_haste_cal_30_6515_1_3460ad339d66dbd2a67252a8e3797636_20260526151308.jpg;Cabeça Expansora do Pescoço do Estojo Redding Cal .30 Um extensor cônico longo para fácil expansão do gargalo do estojo de munição Sobre a R
Escova Redding para Calibre de Pescoço Pequeno;82.00;Acessório;PH-6519;110;https://images.tcdn.com.br/img/img_prod/620600/escova_pequena_para_pescoco_de_estojo_redding_6519_1_e4ebb3c0ad01829bc7c2ad52c46657cd_20260526151308.jpeg;Escova Redding para Calibre de Pescoço Pequeno Mesmo sendo um atirador experiente nunca sabe quando uma peça pode quebrar. Esteja preparado 
Escova Redding para Calibre de Pescoço Média;82.00;Acessório;PH-6521;111;https://images.tcdn.com.br/img/img_prod/620600/escova_redding_para_calibre_de_pescoco_media_6521_1_404535a2595ad98dba714d0bf42543e9_20260526151308.jpg;Escova Redding para Calibre de Pescoço Média Mesmo sendo um atirador experiente nunca sabe quando uma peça pode quebrar. Esteja preparado pa
Escova Redding para Calibre de Pescoço Grande;48.00;Acessório;PH-6523;109;https://images.tcdn.com.br/img/img_prod/620600/escova_redding_para_calibre_de_pescoco_grande_6523_1_f56887d184f938a0df65a09e68b762f9_20260526151308.jpg;Escova Redding para Calibre de Pescoço Grande Mesmo sendo um atirador experiente, nunca sabe quando uma peça pode quebrar. Esteja preparado 
Bandoleira Búfalo El Paso com Apoio para Polegar - Modelo Cobra;533.33;Acessório;PH-6533;1;https://images.tcdn.com.br/img/img_prod/620600/bandoleira_bufalo_el_paso_com_apoio_para_polegar_modelo_cobra_6533_1_ddcb5b29be2ef4276cbd853eff353e2b_20260526150852.jpg;Bandoleira Búfalo El Paso com Apoio para Polegar - Modelo Cobra Feito de couro bovino com estampa de búfalo. Esta Bandoleira possui um apoio
Jogo de 2 Matrizes Hornady .300 Win Mag (.308);1250.00;Acessório;PH-6537;18;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_hornady_300_win_mag_308_6537_1_ac2d01e3980796169aa50291f8020598_20260526151258.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Jogo de 2 Matrizes (Die) Hornady .308 Win;1250.00;Acessório;PH-6539;24;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_hornady_308_win_6539_1_ac2d01e3980796169aa50291f8020598_20260526151258.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Jogo de 2 Matrizes (Die) Hornady .223 Rem (.244);1250.00;Acessório;PH-6541;26;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_hornady_223_rem_224_6541_1_ac2d01e3980796169aa50291f8020598_20260526151258.jpg;Jogo de 2 Die Hornady .223 Remington (.224) O Hornady Custom Grade New Dimension 2-Die Set é um ótimo conjunto de ferramentas para o especia
Kit de Conversão Diamond para Dillon XL450/550 - Cal .22 Hornet;611.76;Acessório;PH-6543;1;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_22_hornet_p_prensa_dillon_450_550_6543_1_b4b6de0242084fa8928d38d3df778223_20260526151308.jpg;Kit de Conversão Diamond para Dillon XL450/550 - Calibre .22 Hornet Compatível apenas para Prensas Dillon 450/550 Marca Diamond Reloading Có
Kit de Conversão Diamond para Dillon XL450/550 - Cal .30 M1 Carbine;611.76;Acessório;PH-6545;1;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_30_m1_carbine_p_prensa_dillon_450_550_6545_1_a0a547b4f7a81dfc97cc3dabb552f874_20260526151309.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .30-30 Winchester / .32 Winchester SPL;611.76;Acessório;PH-6547;2;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_30_30_winchester_32_winchester_spl_p_prensa_dillon_450_550_6547_1_a0a547b4f7a81dfc97cc3dabb552f874_20260526151309.jpg;Kit de Conversão Diamond para Dillon XL450/550 - Calibre .30-30 Winchester / .32 Winchester SPL Compatível apenas para Prensas Dillon 450/55
Base Completa Diamond Reloading para Prensas Dillon 450/550;765.56;Acessório;PH-6551;3;https://images.tcdn.com.br/img/img_prod/620600/base_completa_diamond_reloading_para_prensas_dillon_450_550_6551_1_85815d92b943316c8397466f97aa8e4e_20260526151309.jpg;Base Completa Diamond Reloading para Prensas Dillon 450/550 As bases da Diamond Reloading foram desenvolvidas para que você tenha uma excele
Base Completa Diamond Reloading para Prensas Dillon 750/650;765.56;Acessório;PH-6553;1;https://images.tcdn.com.br/img/img_prod/620600/base_completa_diamond_reloading_para_prensas_dillon_750_650_6553_1_85815d92b943316c8397466f97aa8e4e_20260526151309.jpg;Base Completa Diamond Reloading para Prensas Dillon 750/650 As bases da Diamond Reloading foram desenvolvidas para que você tenha uma excele
Powder Die EXTRA-LARGE (Die para Polvorímetro);251.11;Acessório;PH-6555;5;https://images.tcdn.com.br/img/img_prod/620600/powder_die_extra_large_die_para_polvorimetro_6555_1_6740ff5a85935b1763ebfe263d797a88_20260526151309.jpg;Powder Die EXTRA-LARGE (Die para Polvorímetro) Sobre a Diamond Reloading A Lapidary atua no segmento de peças e máquinas industriais para o 
Powder Die Universal (Die para Polvorímetro);201.11;Acessório;PH-6557;3;https://images.tcdn.com.br/img/img_prod/620600/powder_die_universal_die_para_polvorimetro_6557_1_dcb37661e7c9c53fd01fbdc539c2460e_20260526151310.jpg;"Powder Die Universal (Die para Polvorímetro) Ter um Powder Die extra permitem que você mova seu polvorímetro para ""cabeça"" de ferramenta sem"
Kit de Conversão Diamond para Dillon XL450/550 - Cal 300 Winchester Magnum;611.76;Acessório;PH-6559;1;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_300_winchester_magnum_p_prensa_dillon_450_550_6559_1_a0a547b4f7a81dfc97cc3dabb552f874_20260526151310.jpg;Kit de Conversão Diamond para Dillon XL450/550 - Calibre .300 Winchester Magnum Compatível apenas para Prensas Dillon 450/550 Marca Diamond 
Kit de Conversão Diamond para Dillon XL750/650 - Cal .380 ACP;1047.06;Acessório;PH-6561;4;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_380_acp_p_prensa_dillon_750_650_6561_1_d15c640d649d5498cb5987d32f6524f9_20260526151310.jpg;Kit de Conversão Diamond para Dillon XL750/650 - Calibre .380 ACP Compatível apenas para Prensas Dillon 750/650 Marca Diamond Reloading Códi
Kit de Conversão Diamond para Dillon XL750/650 - Cal .221 Rem / 222 / 223 / 5.56;1047.06;Acessório;PH-6563;5;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_223_222_221_rem_5_56_p_prensa_dillon_750_650_6563_1_38dbfad8b27a79812cf80243f457db4b_20260526151310.jpg;Kit de Conversão Diamond para Dillon XL750/650 - Calibre .221 Rem / 222 / 223 / 5.56 Compatível apenas para Prensas Dillon 750/650 Marca Dia
Kit de Conversão Diamond para Dillon XL750/650 - Cal 9mm / .38 Super / 9x21 Conv.;1047.06;Acessório;PH-6565;7;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_9mm_38_super_9x21_conv_p_prensa_dillon_750_650_6565_1_a1900666d76e66802cbeca73840bbac1_20260526151310.jpg;Kit de Conversão Diamond para Dillon XL750/650 - Cal 9mm / .38 Super / 9x21 Conv. Compatível apenas para Prensas Dillon 750/650 Sobre a Diam
Kit de Conversão Diamond para Dillon XL750/650 - Cal .38 SPL / 357 Magnum;1047.06;Acessório;PH-6567;9;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_38_spl_357_magnum_p_prensa_dillon_750_650_6567_1_f8cc8f2cda9be0c30cd6b0686303bfbf_20260526151310.jpg;Kit de Conversão Diamond para Dillon XL750/650 - Calibre .38 SPL / 357 Magnum Compatível apenas para Prensas Dillon 750/650 Sobre a Diamond 
Kit de Conversão Diamond para Dillon XL750/650 - Cal .45 ACP;1047.06;Acessório;PH-6569;3;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_45_acp_p_prensa_dillon_750_650_6569_1_0eaacf4056d6064b2f1f2feff6acaf03_20260526151310.jpg;Kit de Conversão Diamond para Dillon XL750/650 - Calibre .45 ACP Compatível apenas para Prensas Dillon 750/650 Sobre a Diamond Reloading A L
Kit de Conversão Diamond para Dillon XL750/650 - Cal 9x25 / .357 SIG;1047.06;Acessório;PH-6571;5;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_9x25_357_sig_p_prensa_dillon_750_650_6571_1_4a17773ba74e1268c6634050c898cf92_20260526151310.jpg;Kit de Conversão Diamond para Dillon XL750/650 - Calibre 9x25 / .357 SIG Co m patível apenas para Prensas Dillon 750/650 Sobre a Diamond Rel
Desespoletador - Deprime Pin Diamond Reloading;218.89;Acessório;PH-6573;2;https://images.tcdn.com.br/img/img_prod/620600/desespoletador_deprime_pin_diamond_reloading_6573_1_9172d9814980bcb75fe4f4acba52a0fc_20260526151310.jpg;Desespoletador - Deprime Pin Diamond Reloading Compatível apenas com prensas Dillon Marca Diamond Reloading Código 020300060068 Aplicação (S
Toolhead Prata de Alumínio Diamond Reloading - Compatível com Prensas Dillon RL 450/550;393.33;Acessório;PH-6575;2;https://images.tcdn.com.br/img/img_prod/620600/toolhead_prata_de_aluminio_diamond_reloading_compativel_com_prensas_dillon_rl_450_550_6575_1_2868aa26e176301881f52a2f81bf5882_20260526151311.jpg;Toolhead Prata de Alumínio Diamond Reloading - Compatível com Prensas de Recarga Dillon RL 450/550 Toolhead é uma ferramenta feita para agil
Toolhead Vermelho de Alumínio Diamond Reloading - Compatível com Prensas Dillon RL 450/550;393.33;Acessório;PH-6577;2;https://images.tcdn.com.br/img/img_prod/620600/toolhead_vermelho_de_aluminio_diamond_reloading_compativel_com_prensas_dillon_rl_450_550_6577_1_4587249d347477c0d755b074cc82a639_20260526151311.jpg;Toolhead Vermelho de Alumínio Diamond Reloading - Compatível com Prensas de Recarga Dillon RL 450/550 Toolhead é uma ferramenta feita para a
Kit de Conversão Diamond para Dillon XL750/650 - Cal .44 SPL / .44 Mag;1047.06;Acessório;PH-6579;1;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_44_spl_44_magnum_p_prensa_dillon_750_650_6579_1_2452d694f45958b15af0ce201618372d_20260526151311.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL750/650 - Cal 10mm / .40 S&W;1047.06;Acessório;PH-6581;5;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_10mm_40_seamp_w_p_prensa_dillon_750_650_6581_1_c8863a474163911fea7edf74e8cc3ad4_20260526151311.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .308 Winchester / .30-06 Springfield;611.76;Acessório;PH-6585;2;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_308_winchester_30_06_springfield_p_prensa_dillon_450_550_6585_1_2258597d2bb87470dadd76b67dc623aa_20260526151311.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .221 / .222 / .223 Rem / .22 Nosler;611.76;Acessório;PH-6587;3;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_221_222_223_rem_22_nosler_p_prensa_dillon_450_550_6587_1_38a4ceb4beb205d8c17baebce432b7da_20260526151311.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .45 Colt / .45 S&W / 454 Casull / 455 Webley;611.76;Acessório;PH-6589;1;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_45_colt_454_cassul_455_webley_45_seamp_w_p_prensa_dillon_450_550_6589_1_87bf5052e4cf9a6ff7c81667f0201cc7_20260526151311.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .44 Mag / .44 Colt / .44 SPL;611.76;Acessório;PH-6593;2;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_44_mag_44_colt_44_spl_p_prensa_dillon_450_550_6593_1_edb4ab03235e988c3905dcf9903442ea_20260526151311.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .45 ACP / .45 GAP;611.76;Acessório;PH-6597;1;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_45_acp_45_gap_p_prensa_dillon_450_550_6597_1_87bf5052e4cf9a6ff7c81667f0201cc7_20260526151312.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .32 ACP / .32 Short Colt;611.76;Acessório;PH-6599;1;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_32_acp_32_short_colt_p_prensa_dillon_450_550_6599_1_0b692a47878dc6ab11c18dad7a6d59f5_20260526151311.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .32-20 Winchester;611.76;Acessório;PH-6601;1;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_32_20_winchester_p_prensa_dillon_450_550_6601_1_2a54ef43a4542739fa5e2b54e2393275_20260526151312.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Kit de Conversão Diamond para Dillon XL450/550 - Cal .380 ACP;611.76;Acessório;PH-6603;2;https://images.tcdn.com.br/img/img_prod/620600/kit_conversor_calibre_380_acp_p_prensa_dillon_450_550_6603_1_c7b5936d404a465188cd1a8ed5d7792b_20260526151312.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Toolhead Azul de Alumínio Diamond Reloading - Compatível com Prensas Dillon RL 750/650;437.78;Acessório;PH-6605;5;https://images.tcdn.com.br/img/img_prod/620600/toolhead_azul_de_aluminio_diamond_reloading_compativel_com_prensas_dillon_rl_750_650_6605_1_a661469fdfbf409474022b5881c7291f_20260526151312.jpg;Toolhead Azul de Alumínio Diamond Reloading - Para Prensas de Recarga Dillon RL 750/650 Toolhead é uma ferramenta feita para agilizar o proc
Toolhead Preto de Alumínio Diamond Reloading - Compatível com Prensas Dillon RL 750/650;437.78;Acessório;PH-6607;5;https://images.tcdn.com.br/img/img_prod/620600/toolhead_preto_de_aluminio_diamond_reloading_compativel_com_prensas_dillon_rl_750_650_6607_1_38405155766fcd1c0e31dfe5e5a5a32f_20260526151312.jpg;Toolhead Azul de Alumínio Diamond Reloading - Compatível com Prensas de Recarga Dillon RL 750/650 Toolhead é uma ferramenta feita para agili
Toolhead Vermelho de Alumínio Diamond Reloading - Compatível com Prensas Dillon RL 750/650;437.78;Acessório;PH-6609;4;https://images.tcdn.com.br/img/img_prod/620600/toolhead_vermelho_de_aluminio_diamond_reloading_compativel_com_prensas_dillon_rl_750_650_6609_1_849353d92db055ce1d2e2bd21c327664_20260526151312.jpg;Toolhead Vermelho de Alumínio Diamond Reloading - Compatível com Prensas de Recarga Dillon RL 750/650 Toolhead é uma ferramenta feita para a
Toolhead Prata de Alumínio Diamond Reloading - Compatível com Prensas Dillon RL 750/650;437.78;Acessório;PH-6611;5;https://images.tcdn.com.br/img/img_prod/620600/toolhead_prata_de_aluminio_diamond_reloading_compativel_com_prensas_dillon_rl_750_650_6611_1_7a4c10746f03d83fffc18174041816f0_20260526151312.jpg;Toolhead Prata de Alumínio Diamond Reloading - Compatível com Prensas de Recarga Dillon RL 750/650 Toolhead é uma ferramenta feita para agil
Toolhead Azul de Alumínio Diamond Reloading - Compatível com Prensas Dillon RL 450/550;393.33;Acessório;PH-6613;2;https://images.tcdn.com.br/img/img_prod/620600/toolhead_azul_de_aluminio_diamond_reloading_compativel_com_prensas_dillon_rl_450_550_6613_1_04aff247f4ee346d80063ecfd11c0bfe_20260526151312.jpg;Toolhead Azul de Alumínio Diamond Reloading - Para Prensas de Recarga Dillon RL 450/550 Toolhead é uma ferramenta feita para agilizar o proc
Toolhead Preto de Alumínio Diamond Reloading - Compatível com Prensas Dillon RL 450/550;393.33;Acessório;PH-6615;2;https://images.tcdn.com.br/img/img_prod/620600/toolhead_preto_de_aluminio_diamond_reloading_compativel_com_prensas_dillon_rl_450_550_6615_1_b075929016af605205a1db25fca8fe34_20260526151313.jpg;Toolhead Preto de Alumínio Diamond Reloading - Compatível com Prensas de Recarga Dillon RL 450/550 Toolhead é uma ferramenta feita para agil
Projétil Hornady 30 Cal .308 178 GR BTHP Match;1222.00;Acessório;PH-6645;1;https://images.tcdn.com.br/img/img_prod/620600/projetil_30_cal_308_178_gr_bthp_match_hornady_6645_1_8e07dd0c205dedbb366d42acb3da959e_20260526151315.jpg;Projétil Hornady 30 Cal. .308 178 GR BTHP Match - Caixa com 100 unidades Concentricidade Absoluta e Balística Superior para Competições de L
Projétil Hornady 270 Cal .277 145 GR ELD-X;1333.00;Acessório;PH-6647;1;https://images.tcdn.com.br/img/img_prod/620600/projetil_270_cal_277_145_gr_eld_x_hornady_6647_1_c23b04104d883be3b746492ac2297b08_20260526151315.jpg;Projétil Hornady 270 Cal. .277 145 GR ELD-X® - Caixa com 100 unidades Precisão de Competição e Performance Terminal Letal em Todas as Distân
Projétil Hornady 338 Cal .338 300 GR A-Tip Match Cx 100 unidades;3333.00;Acessório;PH-6649;10;https://images.tcdn.com.br/img/img_prod/620600/projetil_338_cal_338_300_gr_a_tip_match_1_10_hornady_6649_1_785fa48aa6d92a91aceec1498f52cd84_20260526151315.jpg;Projétil Hornady 338 Cal .338 300 GR A-Tip Match - Caixa com 100 unidades O Ápice da Precisão para Competições de Ultra Longo Alcance (ELR) 
Projétil Hornady 22 Cal .224 75 GR ELD Match;889.00;Acessório;PH-6651;1;https://images.tcdn.com.br/img/img_prod/620600/projetil_22_cal_224_75_gr_eld_match_1_8_hornady_6651_1_5d28e73593b14eee87d9d7e7d914d51f_20260526151315.jpg;Projétil Hornady 22 Cal. .224 75 GR ELD® Match - Caixa com 100 unidades Precisão de Competição, Ponta Heat Shield® e os Melhores Coeficiente
Removedor universal de projéteis Cam Lock Hornady;888.89;Acessório;PH-6653;12;https://images.tcdn.com.br/img/img_prod/620600/removedor_de_projeteis_cam_lock_hornady_6653_1_9fdffbc31fb39655d2496a754ae938b7_20260526151313.jpg;Removedor de projéteis Cam Lock Hornady A maneira mais rápida e fácil de puxar munição com sua prensa. Basta apertar o projétil, puxar para 
Projétil Hornady 7.62x39mm .310 123 GR SP Interlock c/ Cannelure Cx 100 unidades;1111.00;Acessório;PH-6655;50;https://images.tcdn.com.br/img/img_prod/620600/projetil_hornady_7_62x39mm_310_123_gr_sp_interlock_6655_1_e5c583a8387126cc713ae9b39e1fed67_20260526151316.jpg;Projétil Hornady 7.62mm .310 123 GR SP InterLock - Caixa com 100 unidades Expansão Controlada e Excelente Retenção de Energia para Médias Di
Projétil Hornady 338 Cal .338 250 GR SP-RP Interlock;0.00;Acessório;PH-6659;0;https://images.tcdn.com.br/img/img_prod/620600/projetil_hornady_338_cal_338_250_gr_sp_rp_interlock_6659_1_e5c583a8387126cc713ae9b39e1fed67_20260526151316.jpg;Projétil Hornady 338 Cal. .338 250 GR SP-RP InterLock - Caixa com 100 unidades Poder de Parada Devastador e Penetração Profunda para Caça de
Projétil Hornady 30 Cal .308 190 GR Sub-X;0.00;Acessório;PH-6661;0;https://images.tcdn.com.br/img/img_prod/620600/projetil_hornady_30_cal_308_190_gr_sub_x_6661_1_087ba0f94b90d8cecfdc24f76a3d3468_20260526151316.jpg;Projétil Hornady 30 Cal. .308 190 GR Sub-X® - Caixa com 100 unidades Expansão Balística Inigualável e Desempenho Terminal em Velocidades Sub
Projétil Hornady 338 Cal .338 230 GR ELD-X  Cx 100 unidades;1778.00;Acessório;PH-6665;1;https://images.tcdn.com.br/img/img_prod/620600/projetil_hornady_338_cal_338_230_gr_eld_x_6665_1_7fa1e432b3f303043cd40784a44572b4_20260526151316.jpg;Projétil Hornady 338 Cal. .338 230 GR ELD-X® - Caixa com 100 unidades Precisão de Competição e Performance Terminal Letal em Todas as Distân
Projétil Hornady 30 Cal .308 178 GR ELD-X;0.00;Acessório;PH-6667;0;https://images.tcdn.com.br/img/img_prod/620600/projetil_hornady_30_cal_308_178_gr_eld_x_6667_1_ac5c30a02eb7df8760d44125d3857481_20260526151316.jpg;Projétil Hornady 30 Cal. .308 178 GR ELD-X® - Caixa com 100 unidades Precisão de Competição e Performance Terminal Letal em Todas as Distânc
"Projétil Hornady 6.5mm .264 143 GR ELD-X (1-8"")";0.00;Acessório;PH-6669;0;https://images.tcdn.com.br/img/img_prod/620600/projetil_6_5mm_264_143_gr_eld_x_1_8_6669_1_f32e44d0abd1f5dc55dd29d8f59a5eb2_20260526151316.jpg;Projétil Hornady 6.5mm .264 143 GR ELD-X® - Caixa com 100 unidades Precisão Absoluta de Competição e Letalidade Terminal em Qualquer Distânc
Jogo de 2 Matrizes (Die) Redding Cal 22 Hornet;1800.00;Acessório;PH-6687;7;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_die_redding_cal_22_hornet_6687_1_a115a349e9593e261dacdf74cd4fea30_20260526151258.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Jogo de 2 Matrizes (Die) Redding Cal .22-250 Rem;1800.00;Acessório;PH-6689;6;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_die_redding_cal_22_250_rem_6689_1_a115a349e9593e261dacdf74cd4fea30_20260526151258.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Jogo de 2 Matrizes (Die) Redding Cal .222 Rem;1800.00;Acessório;PH-6691;4;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_die_redding_cal_222_rem_6691_1_a115a349e9593e261dacdf74cd4fea30_20260526151258.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Jogo de 2 Matrizes (Die) Redding Cal .30-30 Win;1800.00;Acessório;PH-6693;19;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_die_redding_cal_30_30_win_6693_1_a115a349e9593e261dacdf74cd4fea30_20260526151258.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Jogo de 2 Matrizes (Die) Redding Cal 7x57mm Mauser;1800.00;Acessório;PH-6695;15;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_die_redding_cal_7x57_mauser_6695_1_a115a349e9593e261dacdf74cd4fea30_20260526151258.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
Jogo de 2 Matrizes (Die) Redding Cal .270 Win;1800.00;Acessório;PH-6697;12;https://images.tcdn.com.br/img/img_prod/620600/jogo_de_2_matrizes_die_redding_cal_270_win_6697_1_a115a349e9593e261dacdf74cd4fea30_20260526151259.jpg;PRODUTO CONTROLADO PELO EXÉRCITO Este item requer autorização prévia para a realização da compra. Caso não possua a autorização, a compra se
